"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client3",,,,"User:","vagrant"
"Cmdline:","dstat -tpcdrmgln --time --cpu --mem --load --output /home/Client/client3CPUUsage.csv",,,,"Date:","27 Dec 2020 05:53:53 UTC"

"system","procs",,,"total cpu usage",,,,,,"dsk/total",,"io/total",,"memory usage",,,,"paging",,"load avg",,,"net/total",,"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
27-12 05:56:19,0.0,0.0,0.0,0.0,0.508,99.492,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,219320320.0,26312704.0,601894912.0,194437120.0,0.0,0.0,0.030,0.060,0.050,0.0,0.0,27-12 05:56:19,0.0,0.508,99.492,0.0,0.0,0.0,219320320.0,26312704.0,601894912.0,194437120.0,0.030,0.060,0.050
27-12 05:56:20,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219320320.0,26312704.0,601894912.0,194437120.0,0.0,0.0,0.030,0.060,0.050,0.0,0.0,27-12 05:56:20,0.0,0.0,100.0,0.0,0.0,0.0,219320320.0,26312704.0,601894912.0,194437120.0,0.030,0.060,0.050
27-12 05:56:21,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219308032.0,26312704.0,601907200.0,194437120.0,0.0,0.0,0.030,0.060,0.050,0.0,0.0,27-12 05:56:21,0.0,0.505,99.495,0.0,0.0,0.0,219308032.0,26312704.0,601907200.0,194437120.0,0.030,0.060,0.050
27-12 05:56:22,0.0,0.0,0.0,0.0,0.513,99.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219308032.0,26312704.0,601907200.0,194437120.0,0.0,0.0,0.030,0.060,0.050,0.0,0.0,27-12 05:56:22,0.515,0.0,99.485,0.0,0.0,0.0,219308032.0,26312704.0,601907200.0,194437120.0,0.030,0.060,0.050
27-12 05:56:23,0.0,0.0,0.0,0.510,0.0,99.490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219308032.0,26312704.0,601907200.0,194437120.0,0.0,0.0,0.030,0.060,0.050,90.0,60.0,27-12 05:56:23,0.0,0.0,100.0,0.0,0.0,0.0,219308032.0,26312704.0,601907200.0,194437120.0,0.030,0.060,0.050
27-12 05:56:24,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,36864.0,0.0,4.0,219308032.0,26320896.0,601899008.0,194437120.0,0.0,0.0,0.030,0.060,0.050,0.0,0.0,27-12 05:56:24,0.0,0.503,99.497,0.0,0.0,0.0,219308032.0,26320896.0,601899008.0,194437120.0,0.030,0.060,0.050
27-12 05:56:25,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219299840.0,26320896.0,601907200.0,194437120.0,0.0,0.0,0.030,0.060,0.050,0.0,0.0,27-12 05:56:25,0.505,0.0,99.495,0.0,0.0,0.0,219299840.0,26320896.0,601907200.0,194437120.0,0.030,0.060,0.050
27-12 05:56:26,0.0,0.0,0.0,0.508,0.0,99.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219299840.0,26320896.0,601907200.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:26,0.508,0.0,99.492,0.0,0.0,0.0,219299840.0,26320896.0,601907200.0,194437120.0,0.020,0.060,0.050
27-12 05:56:27,0.0,0.0,0.0,0.0,0.500,99.0,0.0,0.0,0.500,0.0,0.0,0.0,0.0,219299840.0,26320896.0,601907200.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:27,0.498,0.498,98.507,0.0,0.0,0.498,219299840.0,26320896.0,601907200.0,194437120.0,0.020,0.060,0.050
27-12 05:56:28,0.0,0.0,0.0,0.510,0.0,99.490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219299840.0,26320896.0,601907200.0,194437120.0,0.0,0.0,0.020,0.060,0.050,90.0,60.0,27-12 05:56:28,0.0,0.0,100.0,0.0,0.0,0.0,219299840.0,26320896.0,601907200.0,194437120.0,0.020,0.060,0.050
27-12 05:56:29,0.0,0.0,0.0,0.649,0.649,97.403,0.0,0.0,1.299,0.0,12288.0,0.0,2.0,219299840.0,26329088.0,601899008.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:29,0.649,0.649,97.403,0.0,0.0,1.299,219299840.0,26329088.0,601899008.0,194437120.0,0.020,0.060,0.050
27-12 05:56:30,0.0,0.0,0.0,0.725,0.0,99.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219291648.0,26329088.0,601907200.0,194437120.0,0.0,0.0,0.020,0.060,0.050,180.0,120.0,27-12 05:56:30,0.725,0.0,99.275,0.0,0.0,0.0,219291648.0,26329088.0,601907200.0,194437120.0,0.020,0.060,0.050
27-12 05:56:31,0.0,0.0,0.0,0.529,0.0,99.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219291648.0,26329088.0,601907200.0,194437120.0,0.0,0.0,0.020,0.060,0.050,270.0,180.0,27-12 05:56:31,1.053,0.0,98.947,0.0,0.0,0.0,219291648.0,26329088.0,601907200.0,194437120.0,0.020,0.060,0.050
27-12 05:56:32,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219291648.0,26329088.0,601907200.0,194437120.0,0.0,0.0,0.020,0.060,0.050,180.0,120.0,27-12 05:56:32,0.0,0.503,99.497,0.0,0.0,0.0,219291648.0,26329088.0,601907200.0,194437120.0,0.020,0.060,0.050
27-12 05:56:33,0.0,0.0,0.0,0.0,0.775,99.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219291648.0,26329088.0,601907200.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:33,0.0,0.0,100.0,0.0,0.0,0.0,219291648.0,26329088.0,601907200.0,194437120.0,0.020,0.060,0.050
27-12 05:56:34,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,219283456.0,26333184.0,601911296.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:34,0.0,0.0,100.0,0.0,0.0,0.0,219283456.0,26333184.0,601911296.0,194437120.0,0.020,0.060,0.050
27-12 05:56:35,0.0,0.0,0.0,0.568,0.0,99.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219283456.0,26333184.0,601911296.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:35,0.568,0.0,99.432,0.0,0.0,0.0,219283456.0,26333184.0,601911296.0,194437120.0,0.020,0.060,0.050
27-12 05:56:36,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219283456.0,26333184.0,601911296.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:36,0.0,0.0,100.0,0.0,0.0,0.0,219283456.0,26333184.0,601911296.0,194437120.0,0.020,0.060,0.050
27-12 05:56:37,0.0,0.0,0.0,0.0,0.610,99.390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219283456.0,26333184.0,601911296.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:37,0.0,0.610,99.390,0.0,0.0,0.0,219283456.0,26333184.0,601911296.0,194437120.0,0.020,0.060,0.050
27-12 05:56:38,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219283456.0,26333184.0,601911296.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:38,0.617,0.0,99.383,0.0,0.0,0.0,219283456.0,26333184.0,601911296.0,194437120.0,0.020,0.060,0.050
27-12 05:56:39,0.0,0.0,0.0,0.585,0.0,99.415,0.0,0.0,0.0,0.0,28672.0,0.0,3.0,219283456.0,26337280.0,601907200.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:39,0.0,0.0,100.0,0.0,0.0,0.0,219283456.0,26337280.0,601907200.0,194437120.0,0.020,0.060,0.050
27-12 05:56:40,3.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219279360.0,26337280.0,601911296.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:40,1.010,0.0,98.990,0.0,0.0,0.0,219279360.0,26337280.0,601911296.0,194437120.0,0.020,0.060,0.050
27-12 05:56:41,2.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219279360.0,26337280.0,601911296.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:41,0.0,0.0,100.0,0.0,0.0,0.0,219279360.0,26337280.0,601911296.0,194437120.0,0.020,0.060,0.050
27-12 05:56:42,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219279360.0,26337280.0,601911296.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:42,0.0,0.0,100.0,0.0,0.0,0.0,219279360.0,26337280.0,601911296.0,194437120.0,0.020,0.060,0.050
27-12 05:56:43,0.0,0.0,0.0,0.0,0.562,99.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219279360.0,26337280.0,601911296.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:43,0.0,0.562,99.438,0.0,0.0,0.0,219279360.0,26337280.0,601911296.0,194437120.0,0.020,0.060,0.050
27-12 05:56:44,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219279360.0,26337280.0,601911296.0,194437120.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,27-12 05:56:44,0.0,0.0,100.0,0.0,0.0,0.0,219279360.0,26337280.0,601911296.0,194437120.0,0.020,0.060,0.050
27-12 05:56:45,1.0,0.0,0.0,3.636,2.424,87.273,0.0,0.0,6.667,0.0,12288.0,0.0,2.0,240873472.0,26341376.0,601907200.0,172843008.0,0.0,0.0,0.020,0.060,0.050,5167728.0,20592.0,27-12 05:56:45,4.192,2.395,86.228,0.0,0.0,7.186,240971776.0,26341376.0,601907200.0,172744704.0,0.020,0.060,0.050
27-12 05:56:46,1.0,0.0,0.0,8.947,21.053,48.421,0.0,0.0,21.579,0.0,0.0,0.0,0.0,291426304.0,26341376.0,601911296.0,122286080.0,0.0,0.0,0.100,0.080,0.050,13641014.0,60060.0,27-12 05:56:46,8.511,21.277,48.936,0.0,0.0,21.277,291426304.0,26341376.0,601911296.0,122286080.0,0.100,0.080,0.050
27-12 05:56:47,0.0,0.0,0.0,9.231,10.769,66.154,0.0,0.0,13.846,0.0,0.0,0.0,0.0,329052160.0,26341376.0,601915392.0,84656128.0,0.0,0.0,0.100,0.080,0.050,10173186.0,38478.0,27-12 05:56:47,9.231,10.769,66.154,0.0,0.0,13.846,329052160.0,26341376.0,601915392.0,84656128.0,0.100,0.080,0.050
27-12 05:56:48,2.0,0.0,0.0,5.978,10.326,70.652,0.0,0.0,13.043,0.0,0.0,0.0,0.0,383361024.0,23355392.0,575365120.0,59883520.0,0.0,0.0,0.100,0.080,0.050,9618044.0,31086.0,27-12 05:56:48,5.978,10.326,70.652,0.0,0.0,13.043,383361024.0,23355392.0,575365120.0,59883520.0,0.100,0.080,0.050
27-12 05:56:49,0.0,0.0,0.0,17.647,25.134,48.128,0.0,0.0,9.091,0.0,0.0,0.0,0.0,551407616.0,16605184.0,398327808.0,75624448.0,0.0,0.0,0.100,0.080,0.050,6165818.0,1429622.0,27-12 05:56:49,17.647,25.134,48.128,0.0,0.0,9.091,551407616.0,16605184.0,398327808.0,75624448.0,0.100,0.080,0.050
27-12 05:56:50,0.0,0.0,0.0,0.503,2.010,97.487,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,551530496.0,16613376.0,398192640.0,75628544.0,0.0,0.0,0.100,0.080,0.050,7290.0,221108.0,27-12 05:56:50,0.503,2.010,97.487,0.0,0.0,0.0,551530496.0,16613376.0,398192640.0,75628544.0,0.100,0.080,0.050
27-12 05:56:51,0.0,0.0,0.0,0.503,1.508,97.487,0.0,0.0,0.503,0.0,0.0,0.0,0.0,551546880.0,16613376.0,398192640.0,75612160.0,0.0,0.0,0.090,0.070,0.050,7470.0,227014.0,27-12 05:56:51,0.503,1.508,97.487,0.0,0.0,0.503,551546880.0,16613376.0,398192640.0,75612160.0,0.090,0.070,0.050
27-12 05:56:52,1.0,0.0,0.0,0.503,1.508,96.482,0.0,0.0,1.508,0.0,0.0,0.0,0.0,551579648.0,16613376.0,398192640.0,75579392.0,0.0,0.0,0.090,0.070,0.050,7350.0,231630.0,27-12 05:56:52,0.503,1.508,96.482,0.0,0.0,1.508,551579648.0,16613376.0,398192640.0,75579392.0,0.090,0.070,0.050
27-12 05:56:53,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551579648.0,16613376.0,398192640.0,75579392.0,0.0,0.0,0.090,0.070,0.050,4800.0,150356.0,27-12 05:56:53,0.503,1.005,98.492,0.0,0.0,0.0,551579648.0,16613376.0,398192640.0,75579392.0,0.090,0.070,0.050
27-12 05:56:54,0.0,0.0,0.0,1.005,1.508,97.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551579648.0,16613376.0,398192640.0,75579392.0,0.0,0.0,0.090,0.070,0.050,7590.0,231646.0,27-12 05:56:54,1.005,1.508,97.487,0.0,0.0,0.0,551579648.0,16613376.0,398192640.0,75579392.0,0.090,0.070,0.050
27-12 05:56:55,0.0,0.0,0.0,1.087,0.543,97.826,0.0,0.0,0.543,0.0,12288.0,0.0,2.0,551604224.0,16621568.0,398192640.0,75546624.0,0.0,0.0,0.090,0.070,0.050,4800.0,147370.0,27-12 05:56:55,0.546,0.546,98.361,0.0,0.0,0.546,551604224.0,16621568.0,398192640.0,75546624.0,0.090,0.070,0.050
27-12 05:56:56,0.0,0.0,0.0,0.0,1.093,98.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551604224.0,16621568.0,398192640.0,75546624.0,0.0,0.0,0.080,0.070,0.050,7590.0,228958.0,27-12 05:56:56,0.0,1.093,98.907,0.0,0.0,0.0,551604224.0,16621568.0,398192640.0,75546624.0,0.080,0.070,0.050
27-12 05:56:57,0.0,0.0,0.0,0.521,1.042,98.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551538688.0,16621568.0,398192640.0,75612160.0,0.0,0.0,0.080,0.070,0.050,5179.0,150426.0,27-12 05:56:57,1.036,1.036,97.927,0.0,0.0,0.0,551538688.0,16621568.0,398192640.0,75612160.0,0.080,0.070,0.050
27-12 05:56:58,0.0,0.0,0.0,0.543,1.087,97.826,0.0,0.0,0.543,0.0,0.0,0.0,0.0,551538688.0,16621568.0,398192640.0,75612160.0,0.0,0.0,0.080,0.070,0.050,5820.0,157276.0,27-12 05:56:58,0.541,1.081,97.838,0.0,0.0,0.541,551538688.0,16621568.0,398192640.0,75612160.0,0.080,0.070,0.050
27-12 05:56:59,0.0,0.0,0.0,0.629,0.629,98.113,0.0,0.0,0.629,0.0,16384.0,0.0,2.0,551538688.0,16621568.0,398192640.0,75612160.0,0.0,0.0,0.080,0.070,0.050,2370.0,75794.0,27-12 05:56:59,0.0,0.637,98.726,0.0,0.0,0.637,551538688.0,16621568.0,398192640.0,75612160.0,0.080,0.070,0.050
27-12 05:57:00,0.0,0.0,0.0,0.0,0.541,99.459,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,551571456.0,16629760.0,398184448.0,75579392.0,0.0,0.0,0.080,0.070,0.050,0.0,0.0,27-12 05:57:00,0.0,0.541,99.459,0.0,0.0,0.0,551571456.0,16629760.0,398184448.0,75579392.0,0.080,0.070,0.050
27-12 05:57:01,0.0,0.0,0.0,0.543,0.543,98.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551526400.0,16629760.0,398196736.0,75612160.0,0.0,0.0,0.080,0.070,0.050,2490.0,90002.0,27-12 05:57:01,0.543,0.543,98.913,0.0,0.0,0.0,551526400.0,16629760.0,398196736.0,75612160.0,0.080,0.070,0.050
27-12 05:57:02,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551526400.0,16629760.0,398196736.0,75612160.0,0.0,0.0,0.080,0.070,0.050,0.0,0.0,27-12 05:57:02,0.0,0.0,100.0,0.0,0.0,0.0,551526400.0,16629760.0,398196736.0,75612160.0,0.080,0.070,0.050
27-12 05:57:03,0.0,0.0,0.0,0.552,0.552,98.343,0.0,0.0,0.552,0.0,0.0,0.0,0.0,551526400.0,16629760.0,398196736.0,75612160.0,0.0,0.0,0.080,0.070,0.050,2670.0,82990.0,27-12 05:57:03,0.552,0.552,98.343,0.0,0.0,0.552,551526400.0,16629760.0,398196736.0,75612160.0,0.080,0.070,0.050
27-12 05:57:04,0.0,0.0,0.0,0.0,0.524,99.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551526400.0,16629760.0,398196736.0,75612160.0,0.0,0.0,0.080,0.070,0.050,0.0,0.0,27-12 05:57:04,0.0,0.524,99.476,0.0,0.0,0.0,551526400.0,16629760.0,398196736.0,75612160.0,0.080,0.070,0.050
27-12 05:57:05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,551526400.0,16637952.0,398188544.0,75612160.0,0.0,0.0,0.080,0.070,0.050,0.0,0.0,27-12 05:57:05,0.0,0.0,100.0,0.0,0.0,0.0,551526400.0,16637952.0,398188544.0,75612160.0,0.080,0.070,0.050
27-12 05:57:06,0.0,0.0,0.0,0.0,2.174,97.283,0.0,0.0,0.543,0.0,0.0,0.0,0.0,551518208.0,16637952.0,398196736.0,75612160.0,0.0,0.0,0.070,0.070,0.050,5100.0,151234.0,27-12 05:57:06,0.0,2.186,97.268,0.0,0.0,0.546,551518208.0,16637952.0,398196736.0,75612160.0,0.070,0.070,0.050
27-12 05:57:07,0.0,0.0,0.0,0.599,3.593,95.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551550976.0,16637952.0,398196736.0,75579392.0,0.0,0.0,0.070,0.070,0.050,16183.0,224090.0,27-12 05:57:07,0.595,3.571,95.833,0.0,0.0,0.0,551550976.0,16637952.0,398196736.0,75579392.0,0.070,0.070,0.050
27-12 05:57:08,0.0,0.0,0.0,0.518,2.073,96.891,0.0,0.0,0.518,0.0,0.0,0.0,0.0,551550976.0,16637952.0,398196736.0,75579392.0,0.0,0.0,0.070,0.070,0.050,7530.0,227780.0,27-12 05:57:08,0.521,2.083,96.875,0.0,0.0,0.521,551550976.0,16637952.0,398196736.0,75579392.0,0.070,0.070,0.050
27-12 05:57:09,0.0,0.0,0.0,0.510,1.020,98.469,0.0,0.0,0.0,0.0,16384.0,0.0,1.0,551550976.0,16637952.0,398196736.0,75579392.0,0.0,0.0,0.070,0.070,0.050,5790.0,209992.0,27-12 05:57:09,0.505,1.010,97.980,0.0,0.0,0.505,551550976.0,16637952.0,398196736.0,75579392.0,0.070,0.070,0.050
27-12 05:57:10,0.0,0.0,0.0,0.0,1.070,97.861,0.0,0.0,1.070,0.0,16384.0,0.0,2.0,551583744.0,16646144.0,398188544.0,75546624.0,0.0,0.0,0.070,0.070,0.050,6780.0,173342.0,27-12 05:57:10,0.0,1.081,98.378,0.0,0.0,0.541,551583744.0,16646144.0,398188544.0,75546624.0,0.070,0.070,0.050
27-12 05:57:11,2.0,0.0,0.0,0.0,1.081,97.838,0.0,0.0,1.081,0.0,0.0,0.0,0.0,551575552.0,16646144.0,398196736.0,75546624.0,0.0,0.0,0.060,0.070,0.050,7530.0,226356.0,27-12 05:57:11,0.535,1.070,97.326,0.0,0.0,1.070,551575552.0,16646144.0,398196736.0,75546624.0,0.060,0.070,0.050
27-12 05:57:12,0.0,0.0,0.0,1.020,1.531,97.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551575552.0,16646144.0,398196736.0,75546624.0,0.0,0.0,0.060,0.070,0.050,7650.0,229012.0,27-12 05:57:12,1.026,1.538,97.436,0.0,0.0,0.0,551575552.0,16646144.0,398196736.0,75546624.0,0.060,0.070,0.050
27-12 05:57:13,0.0,0.0,0.0,1.026,1.538,97.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551575552.0,16646144.0,398196736.0,75546624.0,0.0,0.0,0.060,0.070,0.050,4980.0,148608.0,27-12 05:57:13,0.515,1.546,97.938,0.0,0.0,0.0,551575552.0,16646144.0,398196736.0,75546624.0,0.060,0.070,0.050
27-12 05:57:14,0.0,0.0,0.0,0.0,0.552,98.895,0.0,0.0,0.552,0.0,0.0,0.0,0.0,551575552.0,16646144.0,398196736.0,75546624.0,0.0,0.0,0.060,0.070,0.050,2490.0,77310.0,27-12 05:57:14,0.549,0.549,98.352,0.0,0.0,0.549,551575552.0,16646144.0,398196736.0,75546624.0,0.060,0.070,0.050
27-12 05:57:15,0.0,0.0,0.0,0.556,0.556,98.889,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,551571456.0,16654336.0,398192640.0,75546624.0,0.0,0.0,0.060,0.070,0.050,4980.0,150576.0,27-12 05:57:15,0.0,0.559,99.441,0.0,0.0,0.0,551571456.0,16654336.0,398192640.0,75546624.0,0.060,0.070,0.050
27-12 05:57:16,0.0,0.0,0.0,0.0,1.036,98.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551596032.0,16654336.0,398200832.0,75513856.0,0.0,0.0,0.060,0.070,0.050,2610.0,80150.0,27-12 05:57:16,0.0,1.036,98.964,0.0,0.0,0.0,551596032.0,16654336.0,398200832.0,75513856.0,0.060,0.070,0.050
27-12 05:57:17,0.0,0.0,0.0,0.0,1.010,98.485,0.0,0.0,0.505,0.0,0.0,0.0,0.0,551596032.0,16654336.0,398200832.0,75513856.0,0.0,0.0,0.060,0.070,0.050,7470.0,224726.0,27-12 05:57:17,0.503,1.005,97.990,0.0,0.0,0.503,551596032.0,16654336.0,398200832.0,75513856.0,0.060,0.070,0.050
27-12 05:57:18,0.0,0.0,0.0,0.546,1.093,98.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551596032.0,16654336.0,398200832.0,75513856.0,0.0,0.0,0.060,0.070,0.050,7590.0,227780.0,27-12 05:57:18,0.0,1.099,98.901,0.0,0.0,0.0,551596032.0,16654336.0,398200832.0,75513856.0,0.060,0.070,0.050
27-12 05:57:19,0.0,0.0,0.0,0.513,2.051,96.923,0.0,0.0,0.513,0.0,0.0,0.0,0.0,551563264.0,16654336.0,398200832.0,75546624.0,0.0,0.0,0.060,0.070,0.050,7260.0,158910.0,27-12 05:57:19,1.020,2.041,96.429,0.0,0.0,0.510,551563264.0,16654336.0,398200832.0,75546624.0,0.060,0.070,0.050
27-12 05:57:20,0.0,0.0,0.0,0.543,0.543,98.370,0.0,0.0,0.543,0.0,12288.0,0.0,2.0,551563264.0,16662528.0,398192640.0,75546624.0,0.0,0.0,0.060,0.070,0.050,4860.0,147568.0,27-12 05:57:20,0.0,0.546,98.907,0.0,0.0,0.546,551563264.0,16662528.0,398192640.0,75546624.0,0.060,0.070,0.050
27-12 05:57:21,0.0,0.0,0.0,0.526,1.053,97.895,0.0,0.0,0.526,0.0,0.0,0.0,0.0,551555072.0,16662528.0,398200832.0,75546624.0,0.0,0.0,0.050,0.070,0.050,5160.0,156452.0,27-12 05:57:21,0.524,1.571,97.382,0.0,0.0,0.524,551555072.0,16662528.0,398200832.0,75546624.0,0.050,0.070,0.050
27-12 05:57:22,0.0,0.0,0.0,0.513,1.538,97.436,0.0,0.0,0.513,0.0,0.0,0.0,0.0,551555072.0,16662528.0,398200832.0,75546624.0,0.0,0.0,0.050,0.070,0.050,7770.0,228378.0,27-12 05:57:22,1.026,1.026,97.436,0.0,0.0,0.513,551555072.0,16662528.0,398200832.0,75546624.0,0.050,0.070,0.050
27-12 05:57:23,0.0,0.0,0.0,0.498,1.493,97.015,0.0,0.0,0.995,0.0,0.0,0.0,0.0,551555072.0,16662528.0,398200832.0,75546624.0,0.0,0.0,0.050,0.070,0.050,7530.0,225038.0,27-12 05:57:23,0.0,1.500,97.500,0.0,0.0,1.0,551555072.0,16662528.0,398200832.0,75546624.0,0.050,0.070,0.050
27-12 05:57:24,0.0,0.0,0.0,0.505,1.010,98.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551555072.0,16662528.0,398200832.0,75546624.0,0.0,0.0,0.050,0.070,0.050,7830.0,235462.0,27-12 05:57:24,0.505,1.010,98.485,0.0,0.0,0.0,551555072.0,16662528.0,398200832.0,75546624.0,0.050,0.070,0.050
27-12 05:57:25,0.0,0.0,0.0,0.508,1.523,97.970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551555072.0,16662528.0,398200832.0,75546624.0,0.0,0.0,0.050,0.070,0.050,7650.0,228990.0,27-12 05:57:25,0.505,1.515,97.475,0.0,0.0,0.505,551555072.0,16662528.0,398200832.0,75546624.0,0.050,0.070,0.050
27-12 05:57:26,0.0,0.0,0.0,0.543,1.087,96.196,0.0,0.0,2.174,0.0,12288.0,0.0,2.0,551546880.0,16670720.0,398200832.0,75546624.0,0.0,0.0,0.050,0.070,0.050,5220.0,156168.0,27-12 05:57:26,0.546,1.093,96.721,0.0,0.0,1.639,551546880.0,16670720.0,398200832.0,75546624.0,0.050,0.070,0.050
27-12 05:57:27,0.0,0.0,0.0,0.546,0.546,98.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551514112.0,16670720.0,398200832.0,75579392.0,0.0,0.0,0.050,0.070,0.050,5040.0,154566.0,27-12 05:57:27,0.546,0.546,98.907,0.0,0.0,0.0,551514112.0,16670720.0,398200832.0,75579392.0,0.050,0.070,0.050
27-12 05:57:28,0.0,0.0,0.0,0.541,1.622,97.297,0.0,0.0,0.541,0.0,0.0,0.0,0.0,551510016.0,16670720.0,398204928.0,75579392.0,0.0,0.0,0.050,0.070,0.050,7290.0,231676.0,27-12 05:57:28,0.538,1.613,97.312,0.0,0.0,0.538,551510016.0,16670720.0,398204928.0,75579392.0,0.050,0.070,0.050
27-12 05:57:29,0.0,0.0,0.0,0.0,2.286,97.143,0.0,0.0,0.571,0.0,0.0,0.0,0.0,551542784.0,16670720.0,398204928.0,75546624.0,0.0,0.0,0.050,0.070,0.050,7530.0,228392.0,27-12 05:57:29,0.571,2.286,96.571,0.0,0.0,0.571,551542784.0,16670720.0,398204928.0,75546624.0,0.050,0.070,0.050
27-12 05:57:30,0.0,0.0,0.0,0.508,1.015,98.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551510016.0,16670720.0,398204928.0,75579392.0,0.0,0.0,0.050,0.070,0.050,7799.0,227482.0,27-12 05:57:30,0.505,1.010,98.485,0.0,0.0,0.0,551510016.0,16670720.0,398204928.0,75579392.0,0.050,0.070,0.050
27-12 05:57:31,0.0,0.0,0.0,1.0,1.0,97.500,0.0,0.0,0.500,0.0,12288.0,0.0,2.0,551510016.0,16678912.0,398196736.0,75579392.0,0.0,0.0,0.050,0.070,0.050,7830.0,240678.0,27-12 05:57:31,0.505,1.010,97.980,0.0,0.0,0.505,551510016.0,16678912.0,398196736.0,75579392.0,0.050,0.070,0.050
27-12 05:57:32,0.0,0.0,0.0,0.521,1.042,97.917,0.0,0.0,0.521,0.0,0.0,0.0,0.0,551501824.0,16678912.0,398204928.0,75579392.0,0.0,0.0,0.050,0.070,0.050,7470.0,227574.0,27-12 05:57:32,0.521,1.042,97.917,0.0,0.0,0.521,551501824.0,16678912.0,398204928.0,75579392.0,0.050,0.070,0.050
