"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client1",,,,"User:","vagrant"
"Cmdline:","dstat -tpcdrmgln --time --cpu --mem --load --output /home/Client/client1CPUUsage.csv",,,,"Date:","28 Dec 2020 00:02:36 UTC"

"system","procs",,,"total cpu usage",,,,,,"dsk/total",,"io/total",,"memory usage",,,,"paging",,"load avg",,,"net/total",,"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
28-12 00:05:02,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158429184.0,26284032.0,601935872.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:05:02,0.508,0.0,99.492,0.0,0.0,0.0,158429184.0,26284032.0,601935872.0,255315968.0,0.020,0.060,0.050
28-12 00:05:03,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158425088.0,26284032.0,601939968.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:05:03,0.0,0.0,100.0,0.0,0.0,0.0,158425088.0,26284032.0,601939968.0,255315968.0,0.020,0.060,0.050
28-12 00:05:04,0.0,0.0,0.0,0.0,0.0,99.495,0.0,0.0,0.505,0.0,0.0,0.0,0.0,158425088.0,26284032.0,601939968.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:05:04,0.503,0.0,98.995,0.0,0.0,0.503,158425088.0,26284032.0,601939968.0,255315968.0,0.020,0.060,0.050
28-12 00:05:05,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158425088.0,26284032.0,601939968.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:05:05,0.0,0.0,100.0,0.0,0.0,0.0,158425088.0,26284032.0,601939968.0,255315968.0,0.020,0.060,0.050
28-12 00:05:06,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158425088.0,26292224.0,601931776.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:05:06,0.0,1.010,98.990,0.0,0.0,0.0,158425088.0,26292224.0,601931776.0,255315968.0,0.020,0.060,0.050
28-12 00:05:07,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158416896.0,26292224.0,601939968.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:05:07,0.500,0.0,99.500,0.0,0.0,0.0,158416896.0,26292224.0,601939968.0,255315968.0,0.020,0.060,0.050
28-12 00:05:08,0.0,0.0,0.0,0.508,0.508,98.477,0.0,0.0,0.508,0.0,0.0,0.0,0.0,158416896.0,26292224.0,601939968.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:08,1.010,0.505,97.980,0.0,0.0,0.505,158416896.0,26292224.0,601939968.0,255315968.0,0.010,0.060,0.050
28-12 00:05:09,0.0,0.0,0.0,1.047,1.047,97.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158416896.0,26292224.0,601939968.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:09,1.053,1.053,97.895,0.0,0.0,0.0,158416896.0,26292224.0,601939968.0,255315968.0,0.010,0.060,0.050
28-12 00:05:10,0.0,0.0,0.0,0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158416896.0,26292224.0,601939968.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:10,0.503,0.503,98.995,0.0,0.0,0.0,158416896.0,26292224.0,601939968.0,255315968.0,0.010,0.060,0.050
28-12 00:05:11,0.0,0.0,0.0,0.510,0.0,99.490,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,158416896.0,26296320.0,601935872.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:11,0.0,0.0,100.0,0.0,0.0,0.0,158416896.0,26296320.0,601935872.0,255315968.0,0.010,0.060,0.050
28-12 00:05:12,0.0,0.0,0.0,0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158412800.0,26296320.0,601939968.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:12,0.500,0.500,99.0,0.0,0.0,0.0,158412800.0,26296320.0,601939968.0,255315968.0,0.010,0.060,0.050
28-12 00:05:13,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158412800.0,26296320.0,601939968.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:13,0.503,0.0,99.497,0.0,0.0,0.0,158412800.0,26296320.0,601939968.0,255315968.0,0.010,0.060,0.050
28-12 00:05:14,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158412800.0,26296320.0,601939968.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:14,0.503,0.0,99.497,0.0,0.0,0.0,158412800.0,26296320.0,601939968.0,255315968.0,0.010,0.060,0.050
28-12 00:05:15,0.0,0.0,0.0,0.498,0.498,99.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158412800.0,26296320.0,601939968.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:15,0.495,0.495,99.010,0.0,0.0,0.0,158412800.0,26296320.0,601939968.0,255315968.0,0.010,0.060,0.050
28-12 00:05:16,0.0,0.0,0.0,0.0,0.0,99.497,0.0,0.0,0.503,0.0,0.0,0.0,0.0,158412800.0,26296320.0,601939968.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:16,0.0,0.0,99.495,0.0,0.0,0.505,158412800.0,26296320.0,601939968.0,255315968.0,0.010,0.060,0.050
28-12 00:05:17,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,158404608.0,26300416.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:17,0.0,0.500,99.500,0.0,0.0,0.0,158404608.0,26300416.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:18,0.0,0.0,0.0,0.518,0.0,98.964,0.0,0.0,0.518,0.0,0.0,0.0,0.0,158404608.0,26300416.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:18,0.518,0.0,98.964,0.0,0.0,0.518,158404608.0,26300416.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:19,0.0,0.0,0.0,0.500,1.0,98.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158404608.0,26300416.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:19,0.503,1.005,98.492,0.0,0.0,0.0,158404608.0,26300416.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:20,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158404608.0,26300416.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:20,0.500,0.0,99.500,0.0,0.0,0.0,158404608.0,26300416.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:21,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158404608.0,26300416.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:21,0.0,0.0,100.0,0.0,0.0,0.0,158404608.0,26300416.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:22,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158404608.0,26304512.0,601939968.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:22,0.500,0.0,99.500,0.0,0.0,0.0,158404608.0,26304512.0,601939968.0,255315968.0,0.010,0.060,0.050
28-12 00:05:23,0.0,0.0,0.0,0.498,0.498,99.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158400512.0,26304512.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:23,0.0,0.500,99.500,0.0,0.0,0.0,158400512.0,26304512.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:24,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158400512.0,26304512.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:24,0.0,0.0,100.0,0.0,0.0,0.0,158400512.0,26304512.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:25,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158400512.0,26304512.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:25,0.500,0.0,99.500,0.0,0.0,0.0,158400512.0,26304512.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:26,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158400512.0,26304512.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:26,0.500,0.0,99.500,0.0,0.0,0.0,158400512.0,26304512.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:27,0.0,0.0,0.0,0.503,0.503,98.995,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158400512.0,26312704.0,601935872.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:27,0.0,0.503,99.497,0.0,0.0,0.0,158400512.0,26312704.0,601935872.0,255315968.0,0.010,0.060,0.050
28-12 00:05:28,0.0,0.0,0.0,0.498,0.498,99.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158392320.0,26312704.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:28,0.500,0.500,99.0,0.0,0.0,0.0,158392320.0,26312704.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:29,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158392320.0,26312704.0,601944064.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:29,0.503,0.0,99.497,0.0,0.0,0.0,158392320.0,26312704.0,601944064.0,255315968.0,0.010,0.060,0.050
28-12 00:05:30,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158388224.0,26312704.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:30,0.0,0.0,100.0,0.0,0.0,0.0,158388224.0,26312704.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:31,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158388224.0,26312704.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:31,0.0,0.503,99.497,0.0,0.0,0.0,158388224.0,26312704.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:32,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158388224.0,26312704.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,274.0,274.0,28-12 00:05:32,0.500,0.0,99.500,0.0,0.0,0.0,158388224.0,26312704.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:33,0.0,0.0,0.0,0.500,0.500,99.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158384128.0,26316800.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:33,0.0,0.500,99.500,0.0,0.0,0.0,158384128.0,26316800.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:34,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158384128.0,26316800.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:34,0.0,0.0,100.0,0.0,0.0,0.0,158384128.0,26316800.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:35,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158384128.0,26316800.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:35,0.498,0.0,99.502,0.0,0.0,0.0,158384128.0,26316800.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:36,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158384128.0,26316800.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:36,0.505,0.0,99.495,0.0,0.0,0.0,158384128.0,26316800.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:37,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158441472.0,26316800.0,601948160.0,255258624.0,0.0,0.0,0.010,0.060,0.050,60.0,60.0,28-12 00:05:37,0.0,0.0,100.0,0.0,0.0,0.0,158441472.0,26316800.0,601948160.0,255258624.0,0.010,0.060,0.050
28-12 00:05:38,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158375936.0,26324992.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:38,0.498,0.0,99.502,0.0,0.0,0.0,158375936.0,26324992.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:39,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158375936.0,26324992.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:39,0.505,0.0,99.495,0.0,0.0,0.0,158375936.0,26324992.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:40,1.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158375936.0,26324992.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:40,0.0,0.500,99.500,0.0,0.0,0.0,158375936.0,26324992.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:41,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158375936.0,26324992.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:41,0.0,0.500,99.500,0.0,0.0,0.0,158375936.0,26324992.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:42,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,8192.0,0.0,1.0,158375936.0,26324992.0,601948160.0,255315968.0,0.0,0.0,0.010,0.060,0.050,0.0,0.0,28-12 00:05:42,0.500,0.0,99.500,0.0,0.0,0.0,158375936.0,26324992.0,601948160.0,255315968.0,0.010,0.060,0.050
28-12 00:05:43,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,158371840.0,26329088.0,601948160.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:43,0.0,0.0,100.0,0.0,0.0,0.0,158371840.0,26329088.0,601948160.0,255315968.0,0.010,0.050,0.050
28-12 00:05:44,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158367744.0,26329088.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:44,0.0,0.505,99.495,0.0,0.0,0.0,158367744.0,26329088.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:45,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158367744.0,26329088.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:45,0.0,0.0,100.0,0.0,0.0,0.0,158367744.0,26329088.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:46,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158367744.0,26329088.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:46,0.500,0.0,99.500,0.0,0.0,0.0,158367744.0,26329088.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:47,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8192.0,0.0,2.0,158367744.0,26329088.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:47,0.0,0.0,100.0,0.0,0.0,0.0,158367744.0,26329088.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:48,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158363648.0,26333184.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:48,0.0,0.0,100.0,0.0,0.0,0.0,158363648.0,26333184.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:49,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158363648.0,26333184.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:49,0.498,0.498,99.005,0.0,0.0,0.0,158363648.0,26333184.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:50,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158363648.0,26333184.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:50,0.0,0.0,100.0,0.0,0.0,0.0,158363648.0,26333184.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:51,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158363648.0,26333184.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:51,0.503,0.0,99.497,0.0,0.0,0.0,158363648.0,26333184.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:52,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158363648.0,26333184.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:52,0.500,0.0,99.500,0.0,0.0,0.0,158363648.0,26333184.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:53,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158359552.0,26337280.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:53,0.0,0.0,100.0,0.0,0.0,0.0,158359552.0,26337280.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:54,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158359552.0,26337280.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:54,0.500,0.0,99.500,0.0,0.0,0.0,158359552.0,26337280.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:55,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158359552.0,26337280.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:55,0.498,0.498,99.005,0.0,0.0,0.0,158359552.0,26337280.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:56,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158359552.0,26337280.0,601952256.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:56,0.503,0.0,99.497,0.0,0.0,0.0,158359552.0,26337280.0,601952256.0,255315968.0,0.010,0.050,0.050
28-12 00:05:57,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158355456.0,26337280.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:57,0.0,0.0,100.0,0.0,0.0,0.0,158355456.0,26337280.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:05:58,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158351360.0,26341376.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:58,0.0,0.0,100.0,0.0,0.0,0.0,158351360.0,26341376.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:05:59,0.0,0.0,0.0,0.498,0.0,99.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158351360.0,26341376.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:05:59,0.498,0.0,99.502,0.0,0.0,0.0,158351360.0,26341376.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:00,0.0,0.0,0.0,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158351360.0,26341376.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:00,0.500,0.500,99.0,0.0,0.0,0.0,158351360.0,26341376.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158351360.0,26341376.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:01,0.0,0.0,100.0,0.0,0.0,0.0,158351360.0,26341376.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:02,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158351360.0,26341376.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:02,0.500,0.0,99.500,0.0,0.0,0.0,158351360.0,26341376.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:03,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158343168.0,26349568.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:03,0.0,0.500,99.500,0.0,0.0,0.0,158343168.0,26349568.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:04,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158343168.0,26349568.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:04,0.0,0.0,100.0,0.0,0.0,0.0,158343168.0,26349568.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158343168.0,26349568.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:05,0.500,0.0,99.500,0.0,0.0,0.0,158343168.0,26349568.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:06,0.0,0.0,0.0,0.995,0.0,99.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158343168.0,26349568.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:06,0.503,0.0,99.497,0.0,0.0,0.0,158343168.0,26349568.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:07,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158343168.0,26349568.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:07,0.0,0.500,99.500,0.0,0.0,0.0,158343168.0,26349568.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:08,0.0,0.0,0.0,0.500,0.500,99.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158334976.0,26357760.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:08,0.500,0.500,99.0,0.0,0.0,0.0,158334976.0,26357760.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:09,0.0,0.0,0.0,0.508,0.0,99.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158334976.0,26357760.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:09,0.508,0.508,98.985,0.0,0.0,0.0,158334976.0,26357760.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:10,0.0,0.0,0.0,0.498,0.498,99.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158334976.0,26357760.0,601956352.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:10,0.990,0.0,99.010,0.0,0.0,0.0,158334976.0,26357760.0,601956352.0,255315968.0,0.010,0.050,0.050
28-12 00:06:11,0.0,0.0,0.0,1.005,0.0,98.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158330880.0,26357760.0,601960448.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:11,1.0,0.500,98.500,0.0,0.0,0.0,158330880.0,26357760.0,601960448.0,255315968.0,0.010,0.050,0.050
28-12 00:06:12,0.0,0.0,0.0,0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158330880.0,26357760.0,601960448.0,255315968.0,0.0,0.0,0.010,0.050,0.050,0.0,0.0,28-12 00:06:12,0.505,0.0,99.495,0.0,0.0,0.0,158330880.0,26357760.0,601960448.0,255315968.0,0.010,0.050,0.050
28-12 00:06:13,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158322688.0,26365952.0,601960448.0,255315968.0,0.0,0.0,0.0,0.050,0.050,0.0,0.0,28-12 00:06:13,0.503,0.503,98.995,0.0,0.0,0.0,158322688.0,26365952.0,601960448.0,255315968.0,0.0,0.050,0.050
28-12 00:06:14,0.0,0.0,0.0,0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158322688.0,26365952.0,601960448.0,255315968.0,0.0,0.0,0.0,0.050,0.050,0.0,0.0,28-12 00:06:14,1.005,0.0,98.995,0.0,0.0,0.0,158322688.0,26365952.0,601960448.0,255315968.0,0.0,0.050,0.050
28-12 00:06:15,0.0,0.0,0.0,0.500,0.500,98.500,0.0,0.0,0.500,0.0,0.0,0.0,0.0,158322688.0,26365952.0,601960448.0,255315968.0,0.0,0.0,0.0,0.050,0.050,0.0,0.0,28-12 00:06:15,0.0,1.0,98.500,0.0,0.0,0.500,158322688.0,26365952.0,601960448.0,255315968.0,0.0,0.050,0.050
